Hourly measurement data supplied by UK-air on 27/02/2024,,,,,,,,,
All Data GMT hour ending,,,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,,,
Site Name,,Chilbolton Observatory,,London Honor Oak Park,,London Marylebone Road,,London N. Kensington,
Latitude,,51.149617,,51.449674,,51.52253,,51.52105,
Longitude,,-1.438228,,-0.037418,,-0.154611,,-0.213492,
Site Type,,Rural Background,,Urban Background,,Urban Traffic,,Urban Background,
Zone,,South East,,Greater London,,Greater London,,Greater London,
Agglomeration,,#N/A,,Greater London Urban Area,,Greater London Urban Area,,Greater London Urban Area,
Local Authority,,Test Valley,,Lewisham,,Westminster,,Kensington,
Date,Time,Total Number Concentration (CPC),Status,Total Number Concentration (CPC),Status,Total Number Concentration (CPC),Status,Total Number Concentration (CPC),Status
1/13/2016,13:00:00,No data,V particles cm-3,,,24227,V particles cm-3,19259,V particles cm-3
1/13/2016,14:00:00,No data,V particles cm-3,,,24292,V particles cm-3,21607,V particles cm-3
1/13/2016,15:00:00,No data,V particles cm-3,,,19489,V particles cm-3,14213,V particles cm-3
1/13/2016,16:00:00,No data,V particles cm-3,,,20244,V particles cm-3,13161,V particles cm-3
1/13/2016,17:00:00,No data,V particles cm-3,,,19783,V particles cm-3,15519,V particles cm-3
1/13/2016,18:00:00,No data,V particles cm-3,,,21238,V particles cm-3,13366,V particles cm-3
1/13/2016,19:00:00,No data,V particles cm-3,,,21043,V particles cm-3,16676,V particles cm-3
1/13/2016,20:00:00,No data,V particles cm-3,,,18440,V particles cm-3,14789,V particles cm-3
1/13/2016,21:00:00,No data,V particles cm-3,,,20173,V particles cm-3,13015,V particles cm-3
1/13/2016,22:00:00,No data,V particles cm-3,,,12277,V particles cm-3,8176,V particles cm-3
1/13/2016,23:00:00,No data,V particles cm-3,,,11018,V particles cm-3,6345,V particles cm-3
1/13/2016,24:00:00,No data,V particles cm-3,,,10347,V particles cm-3,5143,V particles cm-3
1/14/2016,1:00:00,No data,V particles cm-3,,,10036,V particles cm-3,5105,V particles cm-3
1/14/2016,2:00:00,No data,V particles cm-3,,,11333,V particles cm-3,4033,V particles cm-3
1/14/2016,3:00:00,No data,V particles cm-3,,,9679,V particles cm-3,3925,V particles cm-3
1/14/2016,4:00:00,No data,V particles cm-3,,,9525,V particles cm-3,3804,V particles cm-3
1/14/2016,5:00:00,No data,V particles cm-3,,,9269,V particles cm-3,3861,V particles cm-3
1/14/2016,6:00:00,No data,V particles cm-3,,,14365,V particles cm-3,12739,V particles cm-3
1/14/2016,7:00:00,No data,V particles cm-3,,,24266,V particles cm-3,21281,V particles cm-3
1/14/2016,8:00:00,No data,V particles cm-3,,,25856,V particles cm-3,30995,V particles cm-3
1/14/2016,9:00:00,No data,V particles cm-3,,,22542,V particles cm-3,17662,V particles cm-3
1/14/2016,10:00:00,No data,V particles cm-3,,,20750,V particles cm-3,13581,V particles cm-3
1/14/2016,11:00:00,No data,V particles cm-3,,,11544,V particles cm-3,8098,V particles cm-3
1/14/2016,12:00:00,No data,V particles cm-3,,,10502,V particles cm-3,8703,V particles cm-3
1/14/2016,13:00:00,No data,V particles cm-3,,,10079,V particles cm-3,8088,V particles cm-3
1/14/2016,14:00:00,No data,V particles cm-3,,,8687,V particles cm-3,6384,V particles cm-3
1/14/2016,15:00:00,No data,V particles cm-3,,,8517,V particles cm-3,6563,V particles cm-3
1/14/2016,16:00:00,No data,V particles cm-3,,,7841,V particles cm-3,7044,V particles cm-3
1/14/2016,17:00:00,No data,V particles cm-3,,,10549,V particles cm-3,15299,V particles cm-3
1/14/2016,18:00:00,No data,V particles cm-3,,,10181,V particles cm-3,15048,V particles cm-3
1/14/2016,19:00:00,No data,V particles cm-3,,,10599,V particles cm-3,11363,V particles cm-3
1/14/2016,20:00:00,No data,V particles cm-3,,,10139,V particles cm-3,12383,V particles cm-3
1/14/2016,21:00:00,No data,V particles cm-3,,,9873,V particles cm-3,11523,V particles cm-3
1/14/2016,22:00:00,No data,V particles cm-3,,,9694,V particles cm-3,9451,V particles cm-3
1/14/2016,23:00:00,No data,V particles cm-3,,,9228,V particles cm-3,7472,V particles cm-3
1/14/2016,24:00:00,No data,V particles cm-3,,,8780,V particles cm-3,8534,V particles cm-3
1/15/2016,1:00:00,No data,V particles cm-3,,,6905,V particles cm-3,7413,V particles cm-3
1/15/2016,2:00:00,No data,V particles cm-3,,,5638,V particles cm-3,7222,V particles cm-3
1/15/2016,3:00:00,No data,V particles cm-3,,,5692,V particles cm-3,7173,V particles cm-3
1/15/2016,4:00:00,No data,V particles cm-3,,,6770,V particles cm-3,6829,V particles cm-3
1/15/2016,5:00:00,No data,V particles cm-3,,,8449,V particles cm-3,6470,V particles cm-3
1/15/2016,6:00:00,No data,V particles cm-3,,,9735,V particles cm-3,7733,V particles cm-3
1/15/2016,7:00:00,No data,V particles cm-3,,,9293,V particles cm-3,6945,V particles cm-3
1/15/2016,8:00:00,No data,V particles cm-3,,,10465,V particles cm-3,8789,V particles cm-3
1/15/2016,9:00:00,No data,V particles cm-3,,,10778,V particles cm-3,14024,V particles cm-3
1/15/2016,10:00:00,No data,V particles cm-3,,,9476,V particles cm-3,8773,V particles cm-3
1/15/2016,11:00:00,No data,V particles cm-3,,,9729,V particles cm-3,7073,V particles cm-3
1/15/2016,12:00:00,No data,V particles cm-3,,,7534,V particles cm-3,7108,V particles cm-3
1/15/2016,13:00:00,No data,V particles cm-3,,,8155,V particles cm-3,7623,V particles cm-3
1/15/2016,14:00:00,No data,V particles cm-3,,,8662,V particles cm-3,7384,V particles cm-3
1/15/2016,15:00:00,No data,V particles cm-3,,,9407,V particles cm-3,11086,V particles cm-3
1/15/2016,16:00:00,No data,V particles cm-3,,,9680,V particles cm-3,12365,V particles cm-3
1/15/2016,17:00:00,No data,V particles cm-3,,,10891,V particles cm-3,16428,V particles cm-3
1/15/2016,18:00:00,No data,V particles cm-3,,,11688,V particles cm-3,16933,V particles cm-3
1/15/2016,19:00:00,No data,V particles cm-3,,,17097,V particles cm-3,18399,V particles cm-3
1/15/2016,20:00:00,No data,V particles cm-3,,,15659,V particles cm-3,21494,V particles cm-3
1/15/2016,21:00:00,No data,V particles cm-3,,,17158,V particles cm-3,19766,V particles cm-3
1/15/2016,22:00:00,No data,V particles cm-3,,,15696,V particles cm-3,23462,V particles cm-3
1/15/2016,23:00:00,No data,V particles cm-3,,,10897,V particles cm-3,19342,V particles cm-3
1/15/2016,24:00:00,No data,V particles cm-3,,,10863,V particles cm-3,21736,V particles cm-3
1/16/2016,1:00:00,No data,V particles cm-3,,,11866,V particles cm-3,19337,V particles cm-3
1/16/2016,2:00:00,No data,V particles cm-3,,,12570,V particles cm-3,17366,V particles cm-3
1/16/2016,3:00:00,No data,V particles cm-3,,,9681,V particles cm-3,15335,V particles cm-3
1/16/2016,4:00:00,No data,V particles cm-3,,,9690,V particles cm-3,13298,V particles cm-3
1/16/2016,5:00:00,No data,V particles cm-3,,,8984,V particles cm-3,8673,V particles cm-3
1/16/2016,6:00:00,No data,V particles cm-3,,,9670,V particles cm-3,10273,V particles cm-3
1/16/2016,7:00:00,No data,V particles cm-3,,,10340,V particles cm-3,10429,V particles cm-3
1/16/2016,8:00:00,No data,V particles cm-3,,,10490,V particles cm-3,12699,V particles cm-3
1/16/2016,9:00:00,No data,V particles cm-3,,,10491,V particles cm-3,20907,V particles cm-3
1/16/2016,10:00:00,No data,V particles cm-3,,,10836,V particles cm-3,22197,V particles cm-3
1/16/2016,11:00:00,No data,V particles cm-3,,,12836,V particles cm-3,21311,V particles cm-3
1/16/2016,12:00:00,No data,V particles cm-3,,,11180,V particles cm-3,16411,V particles cm-3
1/16/2016,13:00:00,No data,V particles cm-3,,,11440,V particles cm-3,9722,V particles cm-3
1/16/2016,14:00:00,No data,V particles cm-3,,,11670,V particles cm-3,9428,V particles cm-3
1/16/2016,15:00:00,No data,V particles cm-3,,,12144,V particles cm-3,13137,V particles cm-3
1/16/2016,16:00:00,No data,V particles cm-3,,,12292,V particles cm-3,14754,V particles cm-3
1/16/2016,17:00:00,No data,V particles cm-3,,,13197,V particles cm-3,22782,V particles cm-3
1/16/2016,18:00:00,No data,V particles cm-3,,,11927,V particles cm-3,23378,V particles cm-3
1/16/2016,19:00:00,No data,V particles cm-3,,,15485,V particles cm-3,27535,V particles cm-3
1/16/2016,20:00:00,No data,V particles cm-3,,,14004,V particles cm-3,30031,V particles cm-3
1/16/2016,21:00:00,No data,V particles cm-3,,,14465,V particles cm-3,26798,V particles cm-3
1/16/2016,22:00:00,No data,V particles cm-3,,,11519,V particles cm-3,25518,V particles cm-3
1/16/2016,23:00:00,No data,V particles cm-3,,,10815,V particles cm-3,18791,V particles cm-3
1/16/2016,24:00:00,No data,V particles cm-3,,,10097,V particles cm-3,16323,V particles cm-3
1/17/2016,1:00:00,No data,V particles cm-3,,,10013,V particles cm-3,10544,V particles cm-3
1/17/2016,2:00:00,No data,V particles cm-3,,,11302,V particles cm-3,9210,V particles cm-3
1/17/2016,3:00:00,No data,V particles cm-3,,,9152,V particles cm-3,5141,V particles cm-3
1/17/2016,4:00:00,No data,V particles cm-3,,,8259,V particles cm-3,5227,V particles cm-3
1/17/2016,5:00:00,No data,V particles cm-3,,,8715,V particles cm-3,5969,V particles cm-3
1/17/2016,6:00:00,No data,V particles cm-3,,,7359,V particles cm-3,5592,V particles cm-3
1/17/2016,7:00:00,No data,V particles cm-3,,,10205,V particles cm-3,6597,V particles cm-3
1/17/2016,8:00:00,No data,V particles cm-3,,,13373,V particles cm-3,11485,V particles cm-3
1/17/2016,9:00:00,No data,V particles cm-3,,,9723,V particles cm-3,12425,V particles cm-3
1/17/2016,10:00:00,No data,V particles cm-3,,,13212,V particles cm-3,13787,V particles cm-3
1/17/2016,11:00:00,No data,V particles cm-3,,,10492,V particles cm-3,15604,V particles cm-3
1/17/2016,12:00:00,No data,V particles cm-3,,,10393,V particles cm-3,15670,V particles cm-3
1/17/2016,13:00:00,No data,V particles cm-3,,,10599,V particles cm-3,16724,V particles cm-3
1/17/2016,14:00:00,No data,V particles cm-3,,,10223,V particles cm-3,18355,V particles cm-3
1/17/2016,15:00:00,No data,V particles cm-3,,,10889,V particles cm-3,16569,V particles cm-3
1/17/2016,16:00:00,No data,V particles cm-3,,,10789,V particles cm-3,17703,V particles cm-3
1/17/2016,17:00:00,No data,V particles cm-3,,,10707,V particles cm-3,18091,V particles cm-3
1/17/2016,18:00:00,No data,V particles cm-3,,,12401,V particles cm-3,17324,V particles cm-3
1/17/2016,19:00:00,No data,V particles cm-3,,,10895,V particles cm-3,17193,V particles cm-3
1/17/2016,20:00:00,No data,V particles cm-3,,,10943,V particles cm-3,15870,V particles cm-3
1/17/2016,21:00:00,No data,V particles cm-3,,,11007,V particles cm-3,15806,V particles cm-3
1/17/2016,22:00:00,No data,V particles cm-3,,,11255,V particles cm-3,14805,V particles cm-3
1/17/2016,23:00:00,No data,V particles cm-3,,,10067,V particles cm-3,9479,V particles cm-3
1/17/2016,24:00:00,No data,V particles cm-3,,,8143,V particles cm-3,7048,V particles cm-3
1/18/2016,1:00:00,No data,V particles cm-3,,,7119,V particles cm-3,6567,V particles cm-3
1/18/2016,2:00:00,No data,V particles cm-3,,,6307,V particles cm-3,5489,V particles cm-3
1/18/2016,3:00:00,No data,V particles cm-3,,,5925,V particles cm-3,4608,V particles cm-3
1/18/2016,4:00:00,No data,V particles cm-3,,,5562,V particles cm-3,4732,V particles cm-3
1/18/2016,5:00:00,No data,V particles cm-3,,,6503,V particles cm-3,5211,V particles cm-3
1/18/2016,6:00:00,No data,V particles cm-3,,,8221,V particles cm-3,6915,V particles cm-3
1/18/2016,7:00:00,No data,V particles cm-3,,,10800,V particles cm-3,7640,V particles cm-3
1/18/2016,8:00:00,No data,V particles cm-3,,,10867,V particles cm-3,8728,V particles cm-3
1/18/2016,9:00:00,No data,V particles cm-3,,,10664,V particles cm-3,11094,V particles cm-3
1/18/2016,10:00:00,No data,V particles cm-3,,,14435,V particles cm-3,12513,V particles cm-3
1/18/2016,11:00:00,No data,V particles cm-3,,,12715,V particles cm-3,11085,V particles cm-3
1/18/2016,12:00:00,No data,V particles cm-3,,,11524,V particles cm-3,11987,V particles cm-3
1/18/2016,13:00:00,No data,V particles cm-3,,,12538,V particles cm-3,13009,V particles cm-3
1/18/2016,14:00:00,No data,V particles cm-3,,,12385,V particles cm-3,15193,V particles cm-3
1/18/2016,15:00:00,No data,V particles cm-3,,,12089,V particles cm-3,13878,V particles cm-3
1/18/2016,16:00:00,No data,V particles cm-3,,,12245,V particles cm-3,13421,V particles cm-3
1/18/2016,17:00:00,No data,V particles cm-3,,,12314,V particles cm-3,14453,V particles cm-3
1/18/2016,18:00:00,No data,V particles cm-3,,,15095,V particles cm-3,16407,V particles cm-3
1/18/2016,19:00:00,No data,V particles cm-3,,,13132,V particles cm-3,17443,V particles cm-3
1/18/2016,20:00:00,No data,V particles cm-3,,,14354,V particles cm-3,19584,V particles cm-3
1/18/2016,21:00:00,No data,V particles cm-3,,,18557,V particles cm-3,23858,V particles cm-3
1/18/2016,22:00:00,No data,V particles cm-3,,,15071,V particles cm-3,27895,V particles cm-3
1/18/2016,23:00:00,No data,V particles cm-3,,,12512,V particles cm-3,26334,V particles cm-3
1/18/2016,24:00:00,No data,V particles cm-3,,,14622,V particles cm-3,19906,V particles cm-3
1/19/2016,1:00:00,No data,V particles cm-3,,,13395,V particles cm-3,20739,V particles cm-3
1/19/2016,2:00:00,No data,V particles cm-3,,,11452,V particles cm-3,25342,V particles cm-3
1/19/2016,3:00:00,No data,V particles cm-3,,,9852,V particles cm-3,25022,V particles cm-3
1/19/2016,4:00:00,No data,V particles cm-3,,,10472,V particles cm-3,18668,V particles cm-3
1/19/2016,5:00:00,No data,V particles cm-3,,,10184,V particles cm-3,18319,V particles cm-3
1/19/2016,6:00:00,No data,V particles cm-3,,,13696,V particles cm-3,21406,V particles cm-3
1/19/2016,7:00:00,No data,V particles cm-3,,,12713,V particles cm-3,29092,V particles cm-3
1/19/2016,8:00:00,No data,V particles cm-3,,,18402,V particles cm-3,41893,V particles cm-3
1/19/2016,9:00:00,No data,V particles cm-3,,,21274,V particles cm-3,43169,V particles cm-3
1/19/2016,10:00:00,No data,V particles cm-3,,,20669,V particles cm-3,46087,V particles cm-3
1/19/2016,11:00:00,No data,V particles cm-3,,,13359,V particles cm-3,31923,V particles cm-3
1/19/2016,12:00:00,No data,V particles cm-3,,,25964,V particles cm-3,31462,V particles cm-3
1/19/2016,13:00:00,No data,V particles cm-3,,,26621,V particles cm-3,30044,V particles cm-3
1/19/2016,14:00:00,No data,V particles cm-3,,,18082,V particles cm-3,19553,V particles cm-3
1/19/2016,15:00:00,No data,V particles cm-3,,,16597,V particles cm-3,18633,V particles cm-3
1/19/2016,16:00:00,No data,V particles cm-3,,,11154,V particles cm-3,20914,V particles cm-3
1/19/2016,17:00:00,No data,V particles cm-3,,,10899,V particles cm-3,31776,V particles cm-3
1/19/2016,18:00:00,No data,V particles cm-3,,,15189,V particles cm-3,36833,V particles cm-3
1/19/2016,19:00:00,No data,V particles cm-3,,,22859,V particles cm-3,36948,V particles cm-3
1/19/2016,20:00:00,No data,V particles cm-3,,,20471,V particles cm-3,44418,V particles cm-3
1/19/2016,21:00:00,No data,V particles cm-3,,,19650,V particles cm-3,41214,V particles cm-3
1/19/2016,22:00:00,No data,V particles cm-3,,,24062,V particles cm-3,47302,V particles cm-3
1/19/2016,23:00:00,No data,V particles cm-3,,,22749,V particles cm-3,42592,V particles cm-3
1/19/2016,24:00:00,No data,V particles cm-3,,,24271,V particles cm-3,49469,V particles cm-3
1/20/2016,1:00:00,No data,V particles cm-3,,,19020,V particles cm-3,40155,V particles cm-3
1/20/2016,2:00:00,No data,V particles cm-3,,,21876,V particles cm-3,33481,V particles cm-3
1/20/2016,3:00:00,No data,V particles cm-3,,,22936,V particles cm-3,30726,V particles cm-3
1/20/2016,4:00:00,No data,V particles cm-3,,,18142,V particles cm-3,24426,V particles cm-3
1/20/2016,5:00:00,No data,V particles cm-3,,,23103,V particles cm-3,23715,V particles cm-3
1/20/2016,6:00:00,No data,V particles cm-3,,,21793,V particles cm-3,22479,V particles cm-3
1/20/2016,7:00:00,No data,V particles cm-3,,,32533,V particles cm-3,25454,V particles cm-3
1/20/2016,8:00:00,No data,V particles cm-3,,,29227,V particles cm-3,29575,V particles cm-3
1/20/2016,9:00:00,No data,V particles cm-3,,,28977,V particles cm-3,33421,V particles cm-3
1/20/2016,10:00:00,No data,V particles cm-3,,,24034,V particles cm-3,37451,V particles cm-3
1/20/2016,11:00:00,No data,V particles cm-3,,,27389,V particles cm-3,43422,V particles cm-3
1/20/2016,12:00:00,No data,V particles cm-3,,,7195,V particles cm-3,33265,V particles cm-3
1/20/2016,13:00:00,No data,V particles cm-3,,,26605,V particles cm-3,27576,V particles cm-3
1/20/2016,14:00:00,No data,V particles cm-3,,,18098,V particles cm-3,24328,V particles cm-3
1/20/2016,15:00:00,No data,V particles cm-3,,,12257,V particles cm-3,17282,V particles cm-3
1/20/2016,16:00:00,No data,V particles cm-3,,,12452,V particles cm-3,18913,V particles cm-3
1/20/2016,17:00:00,No data,V particles cm-3,,,14209,V particles cm-3,21097,V particles cm-3
1/20/2016,18:00:00,No data,V particles cm-3,,,13144,V particles cm-3,21100,V particles cm-3
1/20/2016,19:00:00,No data,V particles cm-3,,,17507,V particles cm-3,28610,V particles cm-3
1/20/2016,20:00:00,No data,V particles cm-3,,,20561,V particles cm-3,29163,V particles cm-3
1/20/2016,21:00:00,No data,V particles cm-3,,,22142,V particles cm-3,37656,V particles cm-3
1/20/2016,22:00:00,No data,V particles cm-3,,,28344,V particles cm-3,39495,V particles cm-3
1/20/2016,23:00:00,No data,V particles cm-3,,,22231,V particles cm-3,27058,V particles cm-3
1/20/2016,24:00:00,No data,V particles cm-3,,,13045,V particles cm-3,24921,V particles cm-3
1/21/2016,1:00:00,No data,V particles cm-3,,,16867,V particles cm-3,20862,V particles cm-3
1/21/2016,2:00:00,No data,V particles cm-3,,,11772,V particles cm-3,25021,V particles cm-3
1/21/2016,3:00:00,No data,V particles cm-3,,,12811,V particles cm-3,21161,V particles cm-3
1/21/2016,4:00:00,No data,V particles cm-3,,,10714,V particles cm-3,20298,V particles cm-3
1/21/2016,5:00:00,No data,V particles cm-3,,,16323,V particles cm-3,14703,V particles cm-3
1/21/2016,6:00:00,No data,V particles cm-3,,,10426,V particles cm-3,14882,V particles cm-3
1/21/2016,7:00:00,No data,V particles cm-3,,,13679,V particles cm-3,16093,V particles cm-3
1/21/2016,8:00:00,No data,V particles cm-3,,,17122,V particles cm-3,17970,V particles cm-3
1/21/2016,9:00:00,No data,V particles cm-3,,,17310,V particles cm-3,23097,V particles cm-3
1/21/2016,10:00:00,No data,V particles cm-3,,,20317,V particles cm-3,22489,V particles cm-3
1/21/2016,11:00:00,No data,V particles cm-3,,,22618,V particles cm-3,18743,V particles cm-3
1/21/2016,12:00:00,No data,V particles cm-3,,,19791,V particles cm-3,15570,V particles cm-3
1/21/2016,13:00:00,No data,V particles cm-3,,,21013,V particles cm-3,12233,V particles cm-3
1/21/2016,14:00:00,No data,V particles cm-3,,,19562,V particles cm-3,12754,V particles cm-3
1/21/2016,15:00:00,No data,V particles cm-3,,,21865,V particles cm-3,11811,V particles cm-3
1/21/2016,16:00:00,No data,V particles cm-3,,,19358,V particles cm-3,17573,V particles cm-3
1/21/2016,17:00:00,No data,V particles cm-3,,,18257,V particles cm-3,15169,V particles cm-3
1/21/2016,18:00:00,No data,V particles cm-3,,,19491,V particles cm-3,13965,V particles cm-3
1/21/2016,19:00:00,No data,V particles cm-3,,,19354,V particles cm-3,13786,V particles cm-3
1/21/2016,20:00:00,No data,V particles cm-3,,,18622,V particles cm-3,15050,V particles cm-3
1/21/2016,21:00:00,No data,V particles cm-3,,,18305,V particles cm-3,15965,V particles cm-3
1/21/2016,22:00:00,No data,V particles cm-3,,,17013,V particles cm-3,18873,V particles cm-3
1/21/2016,23:00:00,No data,V particles cm-3,,,13310,V particles cm-3,14026,V particles cm-3
1/21/2016,24:00:00,No data,V particles cm-3,,,12164,V particles cm-3,9638,V particles cm-3
1/22/2016,1:00:00,No data,V particles cm-3,,,11028,V particles cm-3,6959,V particles cm-3
1/22/2016,2:00:00,No data,V particles cm-3,,,9815,V particles cm-3,5430,V particles cm-3
1/22/2016,3:00:00,No data,V particles cm-3,,,9038,V particles cm-3,5297,V particles cm-3
1/22/2016,4:00:00,No data,V particles cm-3,,,7839,V particles cm-3,5108,V particles cm-3
1/22/2016,5:00:00,No data,V particles cm-3,,,9472,V particles cm-3,5469,V particles cm-3
1/22/2016,6:00:00,No data,V particles cm-3,,,12149,V particles cm-3,6490,V particles cm-3
1/22/2016,7:00:00,No data,V particles cm-3,,,17100,V particles cm-3,7462,V particles cm-3
1/22/2016,8:00:00,No data,V particles cm-3,,,13318,V particles cm-3,8465,V particles cm-3
1/22/2016,9:00:00,No data,V particles cm-3,,,15985,V particles cm-3,9063,V particles cm-3
1/22/2016,10:00:00,No data,V particles cm-3,,,14599,V particles cm-3,No data,V particles cm-3
1/22/2016,11:00:00,No data,V particles cm-3,,,17534,V particles cm-3,9215,V particles cm-3
1/22/2016,12:00:00,No data,V particles cm-3,,,20204,V particles cm-3,12511,V particles cm-3
1/22/2016,13:00:00,No data,V particles cm-3,,,24431,V particles cm-3,11529,V particles cm-3
1/22/2016,14:00:00,No data,V particles cm-3,,,23054,V particles cm-3,13125,V particles cm-3
1/22/2016,15:00:00,No data,V particles cm-3,,,23834,V particles cm-3,17533,V particles cm-3
1/22/2016,16:00:00,No data,V particles cm-3,,,26953,V particles cm-3,20213,V particles cm-3
1/22/2016,17:00:00,No data,V particles cm-3,,,24914,V particles cm-3,No data,V particles cm-3
1/22/2016,18:00:00,No data,V particles cm-3,,,26009,V particles cm-3,18099,V particles cm-3
1/22/2016,19:00:00,No data,V particles cm-3,,,30691,V particles cm-3,26738,V particles cm-3
1/22/2016,20:00:00,No data,V particles cm-3,,,27218,V particles cm-3,26618,V particles cm-3
1/22/2016,21:00:00,No data,V particles cm-3,,,26436,V particles cm-3,24669,V particles cm-3
1/22/2016,22:00:00,No data,V particles cm-3,,,24291,V particles cm-3,23532,V particles cm-3
1/22/2016,23:00:00,No data,V particles cm-3,,,20978,V particles cm-3,17482,V particles cm-3
1/22/2016,24:00:00,No data,V particles cm-3,,,17681,V particles cm-3,19239,V particles cm-3
1/23/2016,1:00:00,No data,V particles cm-3,,,18932,V particles cm-3,15026,V particles cm-3
1/23/2016,2:00:00,No data,V particles cm-3,,,15085,V particles cm-3,10060,V particles cm-3
1/23/2016,3:00:00,No data,V particles cm-3,,,12777,V particles cm-3,7340,V particles cm-3
1/23/2016,4:00:00,No data,V particles cm-3,,,11735,V particles cm-3,5202,V particles cm-3
